condition,initial_condition_scenario,initial_fraction,bootstrap_id,sampled_replicates,D,alpha,beta,train_sse
ampicillin,classification_anchor,1.5908037919303823e-05,177,3;3;3;1;2;3,-6.791599279525386,0.02966768306298398,2.1419594052298803,40.05678309589295
ampicillin,classification_anchor,1.5908037919303823e-05,178,2;3;1;3;4;4,-4.159298754200882,1.0000904762906598e-08,0.564719893452337,66.0605657311064
ampicillin,classification_anchor,1.5908037919303823e-05,179,4;5;1;6;3;1,-4.318984240090384,0.00020630635648458267,0.9266201499865694,61.75510713146954
ampicillin,classification_anchor,1.5908037919303823e-05,180,2;4;1;3;4;5,-4.037457905930158,1.0000006432495344e-08,0.5953498125851887,59.303631649645425
ampicillin,classification_anchor,1.5908037919303823e-05,181,6;6;3;3;4;6,-4.17505174685628,0.00042429988084969006,0.957095959807728,73.34622564331983
ampicillin,classification_anchor,1.5908037919303823e-05,182,1;2;1;1;5;6,-4.456954010663231,0.000574257566420553,1.1577489677995503,37.55139379277233
ampicillin,classification_anchor,1.5908037919303823e-05,183,6;5;3;1;5;6,-4.603581632665149,0.001552008986518328,1.2650853532469062,55.25967084001147
ampicillin,classification_anchor,1.5908037919303823e-05,184,6;4;2;3;6;6,-3.8617617531758497,8.415707382961628e-05,0.7369291714860982,55.13902569340449
ampicillin,classification_anchor,1.5908037919303823e-05,185,5;4;1;3;4;6,-3.9827851974196746,1.0000028143980703e-08,0.5926469201214309,66.71025321805035
ampicillin,classification_anchor,1.5908037919303823e-05,186,1;3;4;2;6;4,-3.9547457896441354,1.0000088104407007e-08,0.5650969840099964,58.65202040396997
ampicillin,classification_anchor,1.5908037919303823e-05,187,1;5;4;5;4;2,-3.9239995225189257,1.0000136606034737e-08,0.6172496203968311,50.17179198890464
ampicillin,classification_anchor,1.5908037919303823e-05,188,4;1;5;6;3;4,-3.9827860043543377,1.0000568973260063e-08,0.5926448202458124,66.71025322103227
ampicillin,classification_anchor,1.5908037919303823e-05,189,3;3;2;2;2;1,-4.612346184389889,0.0009411871288002969,1.3065919482859216,40.94127782931653
ampicillin,classification_anchor,1.5908037919303823e-05,190,6;5;6;6;5;2,-4.236328312288777,0.0021763086818179555,1.3078174575396004,40.549333889718966
ampicillin,classification_anchor,1.5908037919303823e-05,191,4;5;6;2;1;4,-3.848944077996461,1.0000833907646699e-08,0.591240759921263,48.52700660559008
ampicillin,classification_anchor,1.5908037919303823e-05,192,4;6;1;1;5;6,-4.089491863331055,0.0001925516677734849,0.9094239398724446,56.223478307420635
ampicillin,classification_anchor,1.5908037919303823e-05,193,1;4;3;5;2;3,-4.4236578444561,0.00015527217961308311,0.8781297099954102,60.910968635169596
ampicillin,classification_anchor,1.5908037919303823e-05,194,3;6;1;6;1;2,-4.441948969927879,0.0006521384488885173,1.130665724200403,51.97368562038553
ampicillin,classification_anchor,1.5908037919303823e-05,195,2;5;6;1;3;5,-4.553909236794439,0.0010259440858634652,1.2217953217956288,47.998657807991506
ampicillin,classification_anchor,1.5908037919303823e-05,196,6;2;3;5;3;5,-4.778615447193139,0.0018269432521760037,1.3005146924489572,55.05092673528317
ampicillin,classification_anchor,1.5908037919303823e-05,197,1;4;3;2;5;4,-4.037451987310579,1.0006274140196212e-08,0.5953549434654087,59.30363172481547
ampicillin,classification_anchor,1.5908037919303823e-05,198,5;4;3;4;6;2,-3.8691773296001926,1.9129084654638217e-08,0.564977470069807,57.798042031983535
ampicillin,classification_anchor,1.5908037919303823e-05,199,1;5;1;5;3;4,-4.443682096746997,0.0002361251217792536,0.9747457303066535,55.985203177238006
ampicillin,classification_anchor,1.5908037919303823e-05,200,6;5;3;4;2;5,-4.156225015158288,0.0003575021902179906,0.9844502102901699,58.13791570854494
